time,lat,lon,rain
2016-03-10 00:15:00,-22.857229857519,-43.6488849003802,0.0
2016-03-10 00:15:00,-22.857229857519,-43.5280259369951,0.0
2016-03-10 00:15:00,-22.857229857519,-43.4071669736099,0.0
2016-03-10 00:15:00,-22.857229857519,-43.2863080102248,0.0
2016-03-10 00:15:00,-22.857229857519,-43.1654490468397,0.0
2016-03-10 00:15:00,-22.7880614877703,-43.8906028271505,0.0
2016-03-10 00:15:00,-22.7880614877703,-43.7697438637654,0.0
2016-03-10 00:15:00,-22.7880614877703,-43.6488849003802,0.0
2016-03-10 00:15:00,-22.7880614877703,-43.5280259369951,0.0
2016-03-10 00:15:00,-22.7880614877703,-43.4071669736099,0.0
2016-03-10 00:15:00,-22.7880614877703,-43.2863080102248,0.0
2016-03-10 00:15:00,-22.7880614877703,-43.1654490468397,0.0
2016-03-10 00:15:00,-22.7188931180216,-43.8906028271505,0.0
2016-03-10 00:15:00,-22.7188931180216,-43.7697438637654,0.0
2016-03-10 00:15:00,-22.7188931180216,-43.6488849003802,0.0
2016-03-10 00:15:00,-22.7188931180216,-43.5280259369951,0.0
2016-03-10 00:15:00,-22.7188931180216,-43.4071669736099,0.0
2016-03-10 00:15:00,-22.7188931180216,-43.2863080102248,0.0
2016-03-10 00:15:00,-22.7188931180216,-43.1654490468397,0.0
2016-03-10 00:30:00,-23.1339033365138,-43.8906028271505,0.0
2016-03-10 00:30:00,-23.1339033365138,-43.7697438637654,0.0
2016-03-10 00:30:00,-23.1339033365138,-43.6488849003802,0.0
2016-03-10 00:30:00,-23.1339033365138,-43.5280259369951,0.0
2016-03-10 00:30:00,-23.1339033365138,-43.4071669736099,0.0
2016-03-10 00:30:00,-23.1339033365138,-43.2863080102248,0.0
2016-03-10 00:30:00,-23.1339033365138,-43.1654490468397,0.0
2016-03-10 00:30:00,-23.0647349667651,-43.8906028271505,0.0
2016-03-10 00:30:00,-23.0647349667651,-43.7697438637654,0.0
2016-03-10 00:30:00,-23.0647349667651,-43.6488849003802,0.0
2016-03-10 00:30:00,-23.0647349667651,-43.5280259369951,0.0
2016-03-10 00:30:00,-23.0647349667651,-43.4071669736099,0.0
2016-03-10 00:30:00,-23.0647349667651,-43.2863080102248,0.0
2016-03-10 00:30:00,-23.0647349667651,-43.1654490468397,0.0
2016-03-10 00:30:00,-22.9955665970164,-43.8906028271505,0.0
2016-03-10 00:30:00,-22.9955665970164,-43.7697438637654,0.0
2016-03-10 00:30:00,-22.9955665970164,-43.6488849003802,0.0
2016-03-10 00:30:00,-22.9955665970164,-43.5280259369951,0.0
2016-03-10 00:30:00,-22.9955665970164,-43.4071669736099,0.0
2016-03-10 00:30:00,-22.9955665970164,-43.2863080102248,0.0
2016-03-10 00:30:00,-22.9955665970164,-43.1654490468397,0.0
2016-03-10 00:30:00,-22.9263982272677,-43.8906028271505,0.0
2016-03-10 00:30:00,-22.9263982272677,-43.7697438637654,0.0
2016-03-10 00:30:00,-22.9263982272677,-43.6488849003802,0.0
2016-03-10 00:30:00,-22.9263982272677,-43.5280259369951,0.0
2016-03-10 00:30:00,-22.9263982272677,-43.4071669736099,0.0
2016-03-10 00:30:00,-22.9263982272677,-43.2863080102248,0.0
2016-03-10 00:30:00,-22.9263982272677,-43.1654490468397,0.0
2016-03-10 00:30:00,-22.857229857519,-43.8906028271505,0.0
2016-03-10 00:30:00,-22.857229857519,-43.7697438637654,0.0
2016-03-10 00:30:00,-22.857229857519,-43.6488849003802,0.0
2016-03-10 00:30:00,-22.857229857519,-43.5280259369951,0.0
2016-03-10 00:30:00,-22.857229857519,-43.4071669736099,0.0
2016-03-10 00:30:00,-22.857229857519,-43.2863080102248,0.0
2016-03-10 00:30:00,-22.857229857519,-43.1654490468397,0.0
2016-03-10 00:30:00,-22.7880614877703,-43.8906028271505,0.0
2016-03-10 00:30:00,-22.7880614877703,-43.7697438637654,0.0
2016-03-10 00:30:00,-22.7880614877703,-43.6488849003802,0.0
2016-03-10 00:30:00,-22.7880614877703,-43.5280259369951,0.0
2016-03-10 00:30:00,-22.7880614877703,-43.4071669736099,0.0
2016-03-10 00:30:00,-22.7880614877703,-43.2863080102248,0.0
2016-03-10 00:30:00,-22.7880614877703,-43.1654490468397,0.0
2016-03-10 00:30:00,-22.7188931180216,-43.8906028271505,0.0
2016-03-10 00:30:00,-22.7188931180216,-43.7697438637654,0.0
2016-03-10 00:30:00,-22.7188931180216,-43.6488849003802,0.0
2016-03-10 00:30:00,-22.7188931180216,-43.5280259369951,0.0
2016-03-10 00:30:00,-22.7188931180216,-43.4071669736099,0.0
2016-03-10 00:30:00,-22.7188931180216,-43.2863080102248,0.0
2016-03-10 00:30:00,-22.7188931180216,-43.1654490468397,0.0
2016-03-10 00:45:00,-23.1339033365138,-43.8906028271505,0.0
2016-03-10 00:45:00,-23.1339033365138,-43.7697438637654,0.0
2016-03-10 00:45:00,-23.1339033365138,-43.6488849003802,0.0
2016-03-10 00:45:00,-23.1339033365138,-43.5280259369951,0.0
2016-03-10 00:45:00,-23.1339033365138,-43.4071669736099,0.0
2016-03-10 00:45:00,-23.1339033365138,-43.2863080102248,0.0
2016-03-10 00:45:00,-23.1339033365138,-43.1654490468397,0.0
2016-03-10 00:45:00,-23.0647349667651,-43.8906028271505,0.0
2016-03-10 00:45:00,-23.0647349667651,-43.7697438637654,0.0
2016-03-10 00:45:00,-23.0647349667651,-43.6488849003802,0.0
2016-03-10 00:45:00,-23.0647349667651,-43.5280259369951,0.0
2016-03-10 00:45:00,-23.0647349667651,-43.4071669736099,0.0
2016-03-10 00:45:00,-23.0647349667651,-43.2863080102248,0.0
2016-03-10 00:45:00,-23.0647349667651,-43.1654490468397,0.0
2016-03-10 00:45:00,-22.9955665970164,-43.8906028271505,0.0
2016-03-10 00:45:00,-22.9955665970164,-43.7697438637654,0.0
2016-03-10 00:45:00,-22.9955665970164,-43.6488849003802,0.0
2016-03-10 00:45:00,-22.9955665970164,-43.5280259369951,0.0
2016-03-10 00:45:00,-22.9955665970164,-43.4071669736099,0.0
2016-03-10 00:45:00,-22.9955665970164,-43.2863080102248,0.0
2016-03-10 00:45:00,-22.9955665970164,-43.1654490468397,0.0
2016-03-10 00:45:00,-22.9263982272677,-43.8906028271505,0.0
2016-03-10 00:45:00,-22.9263982272677,-43.7697438637654,0.0
2016-03-10 00:45:00,-22.9263982272677,-43.6488849003802,0.0
2016-03-10 00:45:00,-22.9263982272677,-43.5280259369951,0.0
2016-03-10 00:45:00,-22.9263982272677,-43.4071669736099,0.0
2016-03-10 00:45:00,-22.9263982272677,-43.2863080102248,0.0
2016-03-10 00:45:00,-22.9263982272677,-43.1654490468397,0.0
2016-03-10 00:45:00,-22.857229857519,-43.8906028271505,0.0
2016-03-10 00:45:00,-22.857229857519,-43.7697438637654,0.0
2016-03-10 00:45:00,-22.857229857519,-43.6488849003802,0.0
2016-03-10 00:45:00,-22.857229857519,-43.5280259369951,0.0
2016-03-10 00:45:00,-22.857229857519,-43.4071669736099,0.0
2016-03-10 00:45:00,-22.857229857519,-43.2863080102248,0.0
2016-03-10 00:45:00,-22.857229857519,-43.1654490468397,0.0
2016-03-10 00:45:00,-22.7880614877703,-43.8906028271505,0.0
2016-03-10 00:45:00,-22.7880614877703,-43.7697438637654,0.0
2016-03-10 00:45:00,-22.7880614877703,-43.6488849003802,0.0
2016-03-10 00:45:00,-22.7880614877703,-43.5280259369951,0.0
2016-03-10 00:45:00,-22.7880614877703,-43.4071669736099,0.0
2016-03-10 00:45:00,-22.7880614877703,-43.2863080102248,0.0
2016-03-10 00:45:00,-22.7880614877703,-43.1654490468397,0.0
2016-03-10 00:45:00,-22.7188931180216,-43.8906028271505,0.0
2016-03-10 00:45:00,-22.7188931180216,-43.7697438637654,0.0
2016-03-10 00:45:00,-22.7188931180216,-43.6488849003802,0.0
2016-03-10 00:45:00,-22.7188931180216,-43.5280259369951,0.0
2016-03-10 00:45:00,-22.7188931180216,-43.4071669736099,0.0
2016-03-10 00:45:00,-22.7188931180216,-43.2863080102248,0.0
2016-03-10 00:45:00,-22.7188931180216,-43.1654490468397,0.0
2016-03-10 01:00:00,-23.1339033365138,-43.8906028271505,0.0
2016-03-10 01:00:00,-23.1339033365138,-43.7697438637654,0.0
2016-03-10 01:00:00,-23.1339033365138,-43.6488849003802,0.0
2016-03-10 01:00:00,-23.1339033365138,-43.5280259369951,0.0
2016-03-10 01:00:00,-23.1339033365138,-43.4071669736099,0.0
2016-03-10 01:00:00,-23.1339033365138,-43.2863080102248,0.0
2016-03-10 01:00:00,-23.1339033365138,-43.1654490468397,0.0
2016-03-10 01:00:00,-23.0647349667651,-43.8906028271505,0.0
2016-03-10 01:00:00,-23.0647349667651,-43.7697438637654,0.0
2016-03-10 01:00:00,-23.0647349667651,-43.6488849003802,0.0
2016-03-10 01:00:00,-23.0647349667651,-43.5280259369951,0.0
2016-03-10 01:00:00,-23.0647349667651,-43.4071669736099,0.0
2016-03-10 01:00:00,-23.0647349667651,-43.2863080102248,0.0
2016-03-10 01:00:00,-23.0647349667651,-43.1654490468397,0.0
2016-03-10 01:00:00,-22.9955665970164,-43.8906028271505,0.0
2016-03-10 01:00:00,-22.9955665970164,-43.7697438637654,0.0
2016-03-10 01:00:00,-22.9955665970164,-43.6488849003802,0.0
2016-03-10 01:00:00,-22.9955665970164,-43.5280259369951,0.0
2016-03-10 01:00:00,-22.9955665970164,-43.4071669736099,0.0
2016-03-10 01:00:00,-22.9955665970164,-43.2863080102248,0.0
2016-03-10 01:00:00,-22.9955665970164,-43.1654490468397,0.0
2016-03-10 01:00:00,-22.9263982272677,-43.8906028271505,0.0
2016-03-10 01:00:00,-22.9263982272677,-43.7697438637654,0.0
2016-03-10 01:00:00,-22.9263982272677,-43.6488849003802,0.0
2016-03-10 01:00:00,-22.9263982272677,-43.5280259369951,0.0
2016-03-10 01:00:00,-22.9263982272677,-43.4071669736099,0.0
2016-03-10 01:00:00,-22.9263982272677,-43.2863080102248,0.0
2016-03-10 01:00:00,-22.9263982272677,-43.1654490468397,0.0
2016-03-10 01:00:00,-22.857229857519,-43.8906028271505,0.0
2016-03-10 01:00:00,-22.857229857519,-43.7697438637654,0.0
2016-03-10 01:00:00,-22.857229857519,-43.6488849003802,0.0
2016-03-10 01:00:00,-22.857229857519,-43.5280259369951,0.0
2016-03-10 01:00:00,-22.857229857519,-43.4071669736099,0.0
2016-03-10 01:00:00,-22.857229857519,-43.2863080102248,0.0
2016-03-10 01:00:00,-22.857229857519,-43.1654490468397,0.0
2016-03-10 01:00:00,-22.7880614877703,-43.8906028271505,0.0
2016-03-10 01:00:00,-22.7880614877703,-43.7697438637654,0.0
2016-03-10 01:00:00,-22.7880614877703,-43.6488849003802,0.0
2016-03-10 01:00:00,-22.7880614877703,-43.5280259369951,0.0
2016-03-10 01:00:00,-22.7880614877703,-43.4071669736099,0.0
2016-03-10 01:00:00,-22.7880614877703,-43.2863080102248,0.0
2016-03-10 01:00:00,-22.7880614877703,-43.1654490468397,0.0
2016-03-10 01:00:00,-22.7188931180216,-43.8906028271505,0.0
2016-03-10 01:00:00,-22.7188931180216,-43.7697438637654,0.0
2016-03-10 01:00:00,-22.7188931180216,-43.6488849003802,0.0
2016-03-10 01:00:00,-22.7188931180216,-43.5280259369951,0.0
2016-03-10 01:00:00,-22.7188931180216,-43.4071669736099,0.0
2016-03-10 01:00:00,-22.7188931180216,-43.2863080102248,0.0
2016-03-10 01:00:00,-22.7188931180216,-43.1654490468397,0.0
2016-03-10 01:15:00,-23.1339033365138,-43.8906028271505,0.0
2016-03-10 01:15:00,-23.1339033365138,-43.7697438637654,0.0
2016-03-10 01:15:00,-23.1339033365138,-43.6488849003802,0.0
2016-03-10 01:15:00,-23.1339033365138,-43.5280259369951,0.0
2016-03-10 01:15:00,-23.1339033365138,-43.4071669736099,0.0
2016-03-10 01:15:00,-23.1339033365138,-43.2863080102248,0.0
2016-03-10 01:15:00,-23.1339033365138,-43.1654490468397,0.0
2016-03-10 01:15:00,-23.0647349667651,-43.8906028271505,0.0
2016-03-10 01:15:00,-23.0647349667651,-43.7697438637654,0.0
2016-03-10 01:15:00,-23.0647349667651,-43.6488849003802,0.0
2016-03-10 01:15:00,-23.0647349667651,-43.5280259369951,0.0
2016-03-10 01:15:00,-23.0647349667651,-43.4071669736099,0.0
2016-03-10 01:15:00,-23.0647349667651,-43.2863080102248,0.0
2016-03-10 01:15:00,-23.0647349667651,-43.1654490468397,0.0
2016-03-10 01:15:00,-22.9955665970164,-43.8906028271505,0.0
2016-03-10 01:15:00,-22.9955665970164,-43.7697438637654,0.0
2016-03-10 01:15:00,-22.9955665970164,-43.6488849003802,0.0
2016-03-10 01:15:00,-22.9955665970164,-43.5280259369951,0.0
2016-03-10 01:15:00,-22.9955665970164,-43.4071669736099,0.0
2016-03-10 01:15:00,-22.9955665970164,-43.2863080102248,0.0
2016-03-10 01:15:00,-22.9955665970164,-43.1654490468397,0.0
2016-03-10 01:15:00,-22.9263982272677,-43.8906028271505,0.0
2016-03-10 01:15:00,-22.9263982272677,-43.7697438637654,0.0
2016-03-10 01:15:00,-22.9263982272677,-43.6488849003802,0.0
2016-03-10 01:15:00,-22.9263982272677,-43.5280259369951,0.0
2016-03-10 01:15:00,-22.9263982272677,-43.4071669736099,0.0
2016-03-10 01:15:00,-22.9263982272677,-43.2863080102248,0.0
2016-03-10 01:15:00,-22.9263982272677,-43.1654490468397,0.0
2016-03-10 01:15:00,-22.857229857519,-43.8906028271505,0.0
2016-03-10 01:15:00,-22.857229857519,-43.7697438637654,0.0
2016-03-10 01:15:00,-22.857229857519,-43.6488849003802,0.0
2016-03-10 01:15:00,-22.857229857519,-43.5280259369951,0.0
2016-03-10 01:15:00,-22.857229857519,-43.4071669736099,0.0
2016-03-10 01:15:00,-22.857229857519,-43.2863080102248,0.0
2016-03-10 01:15:00,-22.857229857519,-43.1654490468397,0.0
2016-03-10 01:15:00,-22.7880614877703,-43.8906028271505,0.0
2016-03-10 01:15:00,-22.7880614877703,-43.7697438637654,0.0
2016-03-10 01:15:00,-22.7880614877703,-43.6488849003802,0.0
2016-03-10 01:15:00,-22.7880614877703,-43.5280259369951,0.0
2016-03-10 01:15:00,-22.7880614877703,-43.4071669736099,0.0
2016-03-10 01:15:00,-22.7880614877703,-43.2863080102248,0.0
2016-03-10 01:15:00,-22.7880614877703,-43.1654490468397,0.0
2016-03-10 01:15:00,-22.7188931180216,-43.8906028271505,0.0
2016-03-10 01:15:00,-22.7188931180216,-43.7697438637654,0.0
2016-03-10 01:15:00,-22.7188931180216,-43.6488849003802,0.0
2016-03-10 01:15:00,-22.7188931180216,-43.5280259369951,0.0
2016-03-10 01:15:00,-22.7188931180216,-43.4071669736099,0.0
2016-03-10 01:15:00,-22.7188931180216,-43.2863080102248,0.0
2016-03-10 01:15:00,-22.7188931180216,-43.1654490468397,0.0
2016-03-10 01:30:00,-23.1339033365138,-43.8906028271505,0.0
2016-03-10 01:30:00,-23.1339033365138,-43.7697438637654,0.0
2016-03-10 01:30:00,-23.1339033365138,-43.6488849003802,0.0
2016-03-10 01:30:00,-23.1339033365138,-43.5280259369951,0.0
2016-03-10 01:30:00,-23.1339033365138,-43.4071669736099,0.0
2016-03-10 01:30:00,-23.1339033365138,-43.2863080102248,0.0
2016-03-10 01:30:00,-23.1339033365138,-43.1654490468397,0.0
2016-03-10 01:30:00,-23.0647349667651,-43.8906028271505,0.0
2016-03-10 01:30:00,-23.0647349667651,-43.7697438637654,0.0
2016-03-10 01:30:00,-23.0647349667651,-43.6488849003802,0.0
2016-03-10 01:30:00,-23.0647349667651,-43.5280259369951,0.0
2016-03-10 01:30:00,-23.0647349667651,-43.4071669736099,0.0
2016-03-10 01:30:00,-23.0647349667651,-43.2863080102248,0.0
2016-03-10 01:30:00,-23.0647349667651,-43.1654490468397,0.0
2016-03-10 01:30:00,-22.9955665970164,-43.8906028271505,0.0
2016-03-10 01:30:00,-22.9955665970164,-43.7697438637654,0.0
2016-03-10 01:30:00,-22.9955665970164,-43.6488849003802,0.0
2016-03-10 01:30:00,-22.9955665970164,-43.5280259369951,0.0
2016-03-10 01:30:00,-22.9955665970164,-43.4071669736099,0.0
2016-03-10 01:30:00,-22.9955665970164,-43.2863080102248,0.0
2016-03-10 01:30:00,-22.9955665970164,-43.1654490468397,0.0
2016-03-10 01:30:00,-22.9263982272677,-43.8906028271505,0.0
2016-03-10 01:30:00,-22.9263982272677,-43.7697438637654,0.0
2016-03-10 01:30:00,-22.9263982272677,-43.6488849003802,0.0
2016-03-10 01:30:00,-22.9263982272677,-43.5280259369951,0.0
2016-03-10 01:30:00,-22.9263982272677,-43.4071669736099,0.0
2016-03-10 01:30:00,-22.9263982272677,-43.2863080102248,0.0
2016-03-10 01:30:00,-22.9263982272677,-43.1654490468397,0.0
2016-03-10 01:30:00,-22.857229857519,-43.8906028271505,0.0
2016-03-10 01:30:00,-22.857229857519,-43.7697438637654,0.0
2016-03-10 01:30:00,-22.857229857519,-43.6488849003802,0.0
2016-03-10 01:30:00,-22.857229857519,-43.5280259369951,0.0
2016-03-10 01:30:00,-22.857229857519,-43.4071669736099,0.0
2016-03-10 01:30:00,-22.857229857519,-43.2863080102248,0.0
2016-03-10 01:30:00,-22.857229857519,-43.1654490468397,0.0
2016-03-10 01:30:00,-22.7880614877703,-43.8906028271505,0.0
2016-03-10 01:30:00,-22.7880614877703,-43.7697438637654,0.0
2016-03-10 01:30:00,-22.7880614877703,-43.6488849003802,0.0
2016-03-10 01:30:00,-22.7880614877703,-43.5280259369951,0.0
2016-03-10 01:30:00,-22.7880614877703,-43.4071669736099,0.0
2016-03-10 01:30:00,-22.7880614877703,-43.2863080102248,0.0
2016-03-10 01:30:00,-22.7880614877703,-43.1654490468397,0.0
2016-03-10 01:30:00,-22.7188931180216,-43.8906028271505,0.0
2016-03-10 01:30:00,-22.7188931180216,-43.7697438637654,0.0
2016-03-10 01:30:00,-22.7188931180216,-43.6488849003802,0.0
2016-03-10 01:30:00,-22.7188931180216,-43.5280259369951,0.0
2016-03-10 01:30:00,-22.7188931180216,-43.4071669736099,0.0
2016-03-10 01:30:00,-22.7188931180216,-43.2863080102248,0.0
2016-03-10 01:30:00,-22.7188931180216,-43.1654490468397,0.0
2016-03-10 01:45:00,-23.1339033365138,-43.8906028271505,0.0
2016-03-10 01:45:00,-23.1339033365138,-43.7697438637654,0.0
2016-03-10 01:45:00,-23.1339033365138,-43.6488849003802,0.0
2016-03-10 01:45:00,-23.1339033365138,-43.5280259369951,0.0
2016-03-10 01:45:00,-23.1339033365138,-43.4071669736099,0.0
2016-03-10 01:45:00,-23.1339033365138,-43.2863080102248,0.0
2016-03-10 01:45:00,-23.1339033365138,-43.1654490468397,0.0
2016-03-10 01:45:00,-23.0647349667651,-43.8906028271505,0.0
2016-03-10 01:45:00,-23.0647349667651,-43.7697438637654,0.0
2016-03-10 01:45:00,-23.0647349667651,-43.6488849003802,0.0
2016-03-10 01:45:00,-23.0647349667651,-43.5280259369951,0.0
2016-03-10 01:45:00,-23.0647349667651,-43.4071669736099,0.0
2016-03-10 01:45:00,-23.0647349667651,-43.2863080102248,0.0
2016-03-10 01:45:00,-23.0647349667651,-43.1654490468397,0.0
2016-03-10 01:45:00,-22.9955665970164,-43.8906028271505,0.0
2016-03-10 01:45:00,-22.9955665970164,-43.7697438637654,0.0
2016-03-10 01:45:00,-22.9955665970164,-43.6488849003802,0.0
2016-03-10 01:45:00,-22.9955665970164,-43.5280259369951,0.0
2016-03-10 01:45:00,-22.9955665970164,-43.4071669736099,0.0
2016-03-10 01:45:00,-22.9955665970164,-43.2863080102248,0.0
2016-03-10 01:45:00,-22.9955665970164,-43.1654490468397,0.0
2016-03-10 01:45:00,-22.9263982272677,-43.8906028271505,0.0
2016-03-10 01:45:00,-22.9263982272677,-43.7697438637654,0.0
2016-03-10 01:45:00,-22.9263982272677,-43.6488849003802,0.0
2016-03-10 01:45:00,-22.9263982272677,-43.5280259369951,0.0
2016-03-10 01:45:00,-22.9263982272677,-43.4071669736099,0.0
2016-03-10 01:45:00,-22.9263982272677,-43.2863080102248,0.0
2016-03-10 01:45:00,-22.9263982272677,-43.1654490468397,0.0
2016-03-10 01:45:00,-22.857229857519,-43.8906028271505,0.0
2016-03-10 01:45:00,-22.857229857519,-43.7697438637654,0.0
2016-03-10 01:45:00,-22.857229857519,-43.6488849003802,0.0
2016-03-10 01:45:00,-22.857229857519,-43.5280259369951,0.0
2016-03-10 01:45:00,-22.857229857519,-43.4071669736099,0.0
2016-03-10 01:45:00,-22.857229857519,-43.2863080102248,0.0
2016-03-10 01:45:00,-22.857229857519,-43.1654490468397,0.0
2016-03-10 01:45:00,-22.7880614877703,-43.8906028271505,0.0
2016-03-10 01:45:00,-22.7880614877703,-43.7697438637654,0.0
2016-03-10 01:45:00,-22.7880614877703,-43.6488849003802,0.0
2016-03-10 01:45:00,-22.7880614877703,-43.5280259369951,0.0
2016-03-10 01:45:00,-22.7880614877703,-43.4071669736099,0.0
2016-03-10 01:45:00,-22.7880614877703,-43.2863080102248,0.0
2016-03-10 01:45:00,-22.7880614877703,-43.1654490468397,0.0
2016-03-10 01:45:00,-22.7188931180216,-43.8906028271505,0.0
2016-03-10 01:45:00,-22.7188931180216,-43.7697438637654,0.0
2016-03-10 01:45:00,-22.7188931180216,-43.6488849003802,0.0
2016-03-10 01:45:00,-22.7188931180216,-43.5280259369951,0.0
2016-03-10 01:45:00,-22.7188931180216,-43.4071669736099,0.0
2016-03-10 01:45:00,-22.7188931180216,-43.2863080102248,0.0
2016-03-10 01:45:00,-22.7188931180216,-43.1654490468397,0.0
2016-03-10 02:00:00,-23.1339033365138,-43.8906028271505,0.0
2016-03-10 02:00:00,-23.1339033365138,-43.7697438637654,0.0
2016-03-10 02:00:00,-23.1339033365138,-43.6488849003802,0.0
2016-03-10 02:00:00,-23.1339033365138,-43.5280259369951,0.0
2016-03-10 02:00:00,-23.1339033365138,-43.4071669736099,0.0
2016-03-10 02:00:00,-23.1339033365138,-43.2863080102248,0.0
2016-03-10 02:00:00,-23.1339033365138,-43.1654490468397,0.0
2016-03-10 02:00:00,-23.0647349667651,-43.8906028271505,0.0
